,0,1
0,10,0.01125340681044531
1,20,0.008286540013989839
2,40,0.006527426842406551
3,80,0.005207147775837907
4,160,0.003909973176072975
5,320,0.0024521568133534233
6,640,0.0008938752937418073
7,1229,1.7862661878771666e-05
